"Name"	"time"	"Stream"	"avg_mgL"	"std_mgL"	"Std_p"	"ion"	"mw"	"mM"	"Recovery"	"plot"
"ID:4A"	0.666666666666667	"Feed"	73.6	2	0.0271739130434783	"SiO2"	60.08	1.22503328894807	6.8	"Ca, Cl, SiO2, SO4 "
"ID:4A"	1	"Feed"	74.6	2	0.0268096514745308	"SiO2"	60.08	1.24167776298269	10.2	"Ca, Cl, SiO2, SO4 "
"ID:4A"	1.33333333333333	"Feed"	74	2	0.027027027027027	"SiO2"	60.08	1.23169107856192	13.6	"Ca, Cl, SiO2, SO4 "
"ID:4A"	1.66666666666667	"Feed"	75.6	2	0.0264550264550265	"SiO2"	60.08	1.25832223701731	17	"Ca, Cl, SiO2, SO4 "
"ID:4A"	2	"Feed"	77.2	2	0.0259067357512953	"SiO2"	60.08	1.2849533954727	20.4	"Ca, Cl, SiO2, SO4 "
"ID:4A"	2.33333333333333	"Feed"	80.2	2	0.0249376558603491	"SiO2"	60.08	1.33488681757656	23.8	"Ca, Cl, SiO2, SO4 "
"ID:4A"	2.66666666666667	"Feed"	82	2	0.024390243902439	"SiO2"	60.08	1.36484687083888	27.2	"Ca, Cl, SiO2, SO4 "
"ID:4A"	3	"Feed"	81.6	2	0.0245098039215686	"SiO2"	60.08	1.35818908122503	30.6	"Ca, Cl, SiO2, SO4 "
"ID:4A"	3.33333333333333	"Feed"	81.6	2	0.0245098039215686	"SiO2"	60.08	1.35818908122503	34	"Ca, Cl, SiO2, SO4 "
"ID:4A"	3.66666666666667	"Feed"	84	2	0.0238095238095238	"SiO2"	60.08	1.39813581890812	37.4	"Ca, Cl, SiO2, SO4 "
"ID:4A"	4	"Feed"	81.2	2	0.0246305418719212	"SiO2"	60.08	1.35153129161119	40.8	"Ca, Cl, SiO2, SO4 "
"ID:4A"	4.5	"Feed"	84.6	2	0.0236406619385343	"SiO2"	60.08	1.40812250332889	45.9	"Ca, Cl, SiO2, SO4 "
"ID:4A"	5	"Feed"	86.8	2	0.0230414746543779	"SiO2"	60.08	1.44474034620506	51	"Ca, Cl, SiO2, SO4 "
